JournalCode;JournalLib;EcritureNum;EcritureDate;CompteNum;CompteLib;CompAuxNum;CompAuxLib;PieceRef;PieceDate;EcritureLib;Debit;Credit;EcritureLet;DateLet;ValidDate;Montantdevise;Idevise;1-Montant;2-Valeur Absolue;3-Mois;4-Trimestre;5-Semestre;6-Annee;7-Racine 1;8-Libellé Racine 1;9-Racine 2;10-Libellé Racine 2;11-Racine 3;12-Libellé Racine 3;13-Racine 4;14-Libellé Racine 4;15-Racine 5;16-Libellé Racine 5;17-Bilan;18-Resultat;19-Report à nouveau;20-Trésorerie;21-Banque;22-Caisse;23-Debit/Crédit;24-Encaissements / Décaissements;25-Dettes;26-;27-;29-Investissements;30-;31-;32-
BD;BANQUE DETAIL;02/04/2001;20230228;40110000;FOURNISSEURS;RESTAURANT;RESTAURANTS DIVERS ;10;20230228;UBER   *EATS LE 19/02;5,69;0;;;;;;-5;5;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;02/04/2001;20230228;40110000;FOURNISSEURS;DIVERS CB;DIVERS ;10;20230228;UBER   *TRIP LE 22/02;18,51;0;;;;;;-18;18;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;02/04/2001;20230228;40110000;FOURNISSEURS;GOO;GOOGLE ;10;20230228;Google Payment IE LE 23/02;19,99;0;;;;;;-19;19;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;02/04/2001;20230228;40110000;FOURNISSEURS;LINK;LINKEDIN ;10;20230228;LinkedIn 878250863 LE 24/02;90,9;0;;;;;;-90;90;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;51110000;REMISES PRLVTS CLIENTS;;;10;20230310;Remise prlvm du 10/02/2023;179376,58;0;;;;;;-179376;179376;;;;;5;;51;NA;511;Remises;5111;Coupons echus a l'encaissement;51110;Coupons echus a l'encaissement;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411REA00;REAL FOOD PARIS;10;20230310;RGLT01274;0;3976,76;;;;;;3976;3976;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411CL00130;WB ISSY LES MOULINEAUX ;10;20230310;RGLT01275;0;1500;;;;;;1500;1500;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411CL00138; ;10;20230310;RGLT01277;0;1500;;;;;;1500;1500;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411HWS00;HWS ;10;20230310;RGLT01281;0;900;;;;;;900;900;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411FB000;FB93 ;10;20230310;RGLT01287;0;3564,98;;;;;;3564;3564;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411PI100;PI1 ;10;20230310;RGLT01288;0;5623,6;;;;;;5623;5623;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411RF000;411RF000 ;10;20230310;RGLT01293;0;3604,61;;;;;;3604;3604;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411CL00131; ;10;20230310;RGLT01305;0;3699,19;;;;;;3699;3699;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411NAI00;NAI ;10;20230310;RGLT01276;0;4718,84;;;;;;4718;4718;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411CL00117;KB94 ;10;20230310;RGLT01278;0;1500;;;;;;1500;1500;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411HWR00;HWR ;10;20230310;RGLT01279;0;900;;;;;;900;900;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411HWL00;HWL ;10;20230310;RGLT01280;0;1500;;;;;;1500;1500;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411BHW00;BHW ;10;20230310;RGLT01282;0;1500;;;;;;1500;1500;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411BH000;BH ;10;20230310;RGLT01283;0;1500;;;;;;1500;1500;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411HEA00;SAS HEALFY ;10;20230310;RGLT01284;0;6696,13;;;;;;6696;6696;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411TOR00;77 PIZZA TORCY;10;20230310;RGLT01285;0;5107,98;;;;;;5107;5107;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411PAN00;FIVE PANTIN ;10;20230310;RGLT01286;0;2275,09;;;;;;2275;2275;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411PIZ00;TOR ;10;20230310;RGLT01289;0;6198,13;;;;;;6198;6198;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411CL00097; ;10;20230310;RGLT01306;0;3334,52;;;;;;3334;3334;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411MEH00;MEH ;10;20230310;RGLT01309;0;720;;;;;;720;720;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411JMC00;JMC ;10;20230310;RGLT01290;0;3790,15;;;;;;3790;3790;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411FER00;FER ;10;20230310;RGLT01291;0;6458,52;;;;;;6458;6458;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411THE00;THE ;10;20230310;RGLT01292;0;6000,98;;;;;;6000;6000;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411CL00092;CL00092 ;10;20230310;RGLT01294;0;3736,04;;;;;;3736;3736;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411CL00099;LSF ;10;20230310;RGLT01300;0;4538,82;;;;;;4538;4538;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411CL00103;SAS PARS ;10;20230310;RGLT01301;0;3024,28;;;;;;3024;3024;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411CL00098;CHEZ MARCELLINO ;10;20230310;RGLT01302;0;4063,19;;;;;;4063;4063;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411CL00102; ;10;20230310;RGLT01303;0;3874,94;;;;;;3874;3874;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411CL00132;MBF MASSY ;10;20230310;RGLT01304;0;5828,53;;;;;;5828;5828;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411YDE00;YDE ;10;20230310;RGLT01295;0;5014,26;;;;;;5014;5014;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411FNT00;FNT ;10;20230310;RGLT01296;0;2548,93;;;;;;2548;2548;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411TDJ00;TDJ ;10;20230310;RGLT01298;0;4707,08;;;;;;4707;4707;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411FAM00;FAM ;10;20230310;RGLT01299;0;5288,77;;;;;;5288;5288;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411MEL00;MEL ;10;20230310;RGLT01308;0;720;;;;;;720;720;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411HZF00;HZFP ;10;20230310;RGLT01266;0;9249,59;;;;;;9249;9249;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411SRP00;EURL SRP ST CHARLES ;10;20230310;RGLT01267;0;9103,79;;;;;;9103;9103;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411HHC00;HHC ;10;20230310;RGLT01268;0;7401,37;;;;;;7401;7401;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411MFK00;FIVE MFK ;10;20230310;RGLT01265;0;7759,45;;;;;;7759;7759;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411AYA00;AYA ;10;20230310;RGLT01269;0;8852;;;;;;8852;8852;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411HIM00;HIM ;10;20230310;RGLT01270;0;4374,16;;;;;;4374;4374;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411TDM00;TDM ;10;20230310;RGLT01271;0;4470,42;;;;;;4470;4470;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411PLA00;PLA ;10;20230310;RGLT01272;0;4103,52;;;;;;4103;4103;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/01/2001;20230310;41110000;CLIENTS;411MKA00;MK ALLIANCE ;10;20230310;RGLT01273;0;4147,96;;;;;;4147;4147;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/02/2001;20230310;51110000;REMISES PRLVTS CLIENTS;;;15;20230310;Remise prlvm du 10/02/2023;2638,24;0;;;;;;-2638;2638;;;;;5;;51;NA;511;Remises;5111;Coupons echus a l'encaissement;51110;Coupons echus a l'encaissement;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;03/02/2001;20230310;41110000;CLIENTS;411CL00145;ne pas utiliser ;15;20230310;RGLT01307;0;2638,24;;;;;;2638;2638;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/03/2001;20230313;41110000;CLIENTS;411FNT00;FNT ;1;20230313;IMPAYES PRELV SEPA  DU Facture FA00001343 07/03/2023;2548,93;0;;;;;;-2548;2548;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;03/03/2001;20230313;51110000;REMISES PRLVTS CLIENTS;;;1;20230313;IMPAYES PRELV SEPA  DU Facture FA00001343 07/03/2023;0;2548,93;;;;;;2548;2548;;;;;5;;51;NA;511;Remises;5111;Coupons echus a l'encaissement;51110;Coupons echus a l'encaissement;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/04/2001;20230301;51110000;REMISES PRLVTS CLIENTS;;;10;20230301;REMISES PRLVTS CLIENTS;2160;0;;;;;;-2160;2160;;;;;5;;51;NA;511;Remises;5111;Coupons echus a l'encaissement;51110;Coupons echus a l'encaissement;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;03/04/2001;20230301;41110000;CLIENTS;411MEL00;MEL ;10;20230301;REMISES PRLVTS CLIENTS ;0;720;;;;;;720;720;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/04/2001;20230301;41110000;CLIENTS;411NAI00;NAI ;10;20230301;REMISES PRLVTS CLIENTS ;0;720;;;;;;720;720;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/04/2001;20230301;41110000;CLIENTS;411MEH00;MEH ;10;20230301;REMISES PRLVTS CLIENTS ;0;720;;;;;;720;720;;;;;4;;41;CLIENTS;411;Clients;4111;Clients - Ventes de biens ou de prestations de services;41110;Clients - Ventes de biens ou de prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/05/2001;20230331;42100000;SALARIES;421ADA;  ;10;20230331;Salaires mars/23 BOUALI ADAM;2397,97;0;;;;;;-2397;2397;;;;;4;;42;PERSONNEL;421;Salaires;4210;Personnel - Remunerations dues;42100;Personnel - Remunerations dues;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;03/05/2001;20230331;42100000;SALARIES;421AISSA;AISSA  CAMELIA ;10;20230331;Salaires mars/23 AISSA CAMELIA;1975,51;0;;;;;;-1975;1975;;;;;4;;42;PERSONNEL;421;Salaires;4210;Personnel - Remunerations dues;42100;Personnel - Remunerations dues;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;03/05/2001;20230331;42100000;SALARIES;421ARNAUD; ARNAUD ;10;20230331;Salaires mars/23 ARNAUD XAVIER;4605,48;0;;;;;;-4605;4605;;;;;4;;42;PERSONNEL;421;Salaires;4210;Personnel - Remunerations dues;42100;Personnel - Remunerations dues;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;03/05/2001;20230331;42100000;SALARIES;421AYADI;AYADI HAIFA 421AYADI ;10;20230331;Salaires mars/23 AYADI HAIFA;1574,07;0;;;;;;-1574;1574;;;;;4;;42;PERSONNEL;421;Salaires;4210;Personnel - Remunerations dues;42100;Personnel - Remunerations dues;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;03/05/2001;20230331;42100000;SALARIES;421HAMROUNI; HAYTHEM ;10;20230331;Salaires mars/23 HAMROUNI HAYTHEM;2685,28;0;;;;;;-2685;2685;;;;;4;;42;PERSONNEL;421;Salaires;4210;Personnel - Remunerations dues;42100;Personnel - Remunerations dues;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;03/05/2001;20230331;42100000;SALARIES;421HAOUACHE; SELIM ;10;20230331;Salaires mars/23 HAOUACHE SELIM;3449,52;0;;;;;;-3449;3449;;;;;4;;42;PERSONNEL;421;Salaires;4210;Personnel - Remunerations dues;42100;Personnel - Remunerations dues;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;03/05/2001;20230331;42100000;SALARIES;421HAY; 421HAY ;10;20230331;Salaires mars/23 BOUBTANE HAYTAM;3871,15;0;;;;;;-3871;3871;;;;;4;;42;PERSONNEL;421;Salaires;4210;Personnel - Remunerations dues;42100;Personnel - Remunerations dues;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;03/05/2001;20230331;42100000;SALARIES;421HRISTOVA;HRISTOVA LORA 421HRISTOVA ;10;20230331;Salaires mars/23 HRISTOVA LORA;1697,36;0;;;;;;-1697;1697;;;;;4;;42;PERSONNEL;421;Salaires;4210;Personnel - Remunerations dues;42100;Personnel - Remunerations dues;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;03/05/2001;20230331;42100000;SALARIES;421KAD;  ;10;20230331;Salaires mars/23 SISSOKO KHADIATOU;1908,08;0;;;;;;-1908;1908;;;;;4;;42;PERSONNEL;421;Salaires;4210;Personnel - Remunerations dues;42100;Personnel - Remunerations dues;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;03/05/2001;20230331;42100000;SALARIES;421KHENOUFI;RAMZI KHENOUFI ;10;20230331;Salaires mars/23 KHENOUFI RAMZI;1948,09;0;;;;;;-1948;1948;;;;;4;;42;PERSONNEL;421;Salaires;4210;Personnel - Remunerations dues;42100;Personnel - Remunerations dues;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;03/05/2001;20230331;42100000;SALARIES;421KOKO LELE;KOKO LELE ANISSE  ;10;20230331;Salaires mars/23 KOKO LELE AnisÃ©e;1220,52;0;;;;;;-1220;1220;;;;;4;;42;PERSONNEL;421;Salaires;4210;Personnel - Remunerations dues;42100;Personnel - Remunerations dues;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;03/05/2001;20230331;42100000;SALARIES;421KONATE; 421KONATE ;10;20230331;Salaires mars/23 KONATE DJIBRIL;1655,25;0;;;;;;-1655;1655;;;;;4;;42;PERSONNEL;421;Salaires;4210;Personnel - Remunerations dues;42100;Personnel - Remunerations dues;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;03/05/2001;20230331;42100000;SALARIES;421MALKI;MALKI SOFIA  ;10;20230331;Salaires mars/23 MALKI SOFIA;2203,66;0;;;;;;-2203;2203;;;;;4;;42;PERSONNEL;421;Salaires;4210;Personnel - Remunerations dues;42100;Personnel - Remunerations dues;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;03/05/2001;20230331;42100000;SALARIES;421OULAID;OULAID SELMA  ;10;20230331;Salaires mars/23 OULAID SELMA;1235,34;0;;;;;;-1235;1235;;;;;4;;42;PERSONNEL;421;Salaires;4210;Personnel - Remunerations dues;42100;Personnel - Remunerations dues;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;03/05/2001;20230331;42100000;SALARIES;421SAM;  ;10;20230331;Salaires mars/23 ESSAHLI SAMIR;2807,43;0;;;;;;-2807;2807;;;;;4;;42;PERSONNEL;421;Salaires;4210;Personnel - Remunerations dues;42100;Personnel - Remunerations dues;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;03/05/2001;20230331;42100000;SALARIES;421SOUMATI; 421SOUMATI ;10;20230331;Salaires mars/23 SOUMATI INES;1789,47;0;;;;;;-1789;1789;;;;;4;;42;PERSONNEL;421;Salaires;4210;Personnel - Remunerations dues;42100;Personnel - Remunerations dues;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;03/05/2001;20230331;42100000;SALARIES;421THO;  ;10;20230331;Salaires mars/23 AUBERT THOMAS;2426,63;0;;;;;;-2426;2426;;;;;4;;42;PERSONNEL;421;Salaires;4210;Personnel - Remunerations dues;42100;Personnel - Remunerations dues;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;03/05/2001;20230331;47100000;COMPTE D'ATTENTE;;;10;20230331;VIREMENT DE SAIRE MARS 23;0;39450,81;;;;;;39450;39450;;;;;4;;47;ATTENTE;471;Comptes d'attente;4710;Comptes d'attente;47100;Comptes d'attente;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/06/2001;20230331;47100000;COMPTE D'ATTENTE;;;10;20230331;RELEVE CB 31/03/2023;0;1596,48;;;;;;1596;1596;;;;;4;;47;ATTENTE;471;Comptes d'attente;4710;Comptes d'attente;47100;Comptes d'attente;Bilan;;;;;;C;Décaissements;;;;;;;
BD;BANQUE DETAIL;03/06/2001;20230331;40110000;FOURNISSEURS;DIVERS CB;DIVERS ;10;20230331;LE MONTI LE 08/03;62,4;0;;;;;;-62;62;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;D;Encaissements;;;;;;;
BD;BANQUE DETAIL;03/06/2001;20230331;40110000;FOURNISSEURS;DIVERS CB;DIVERS ;10;20230331;GOMU LE 09/03;56,2;0;;;;;;-56;56;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;D;Encaissements;;;;;;;
